80 2000
48 9 2
16 66 9
12 15 15
29 6 10
2 28 9
32 49 11
8 20 9
9 68 7
66 78 9
51 79 1
69 14 15
33 3 1
43 53 8
25 42 1
17 26 10
7 30 15
9 72 1
44 9 13
76 78 2
70 61 4
34 5 3
4 63 7
44 55 15
38 29 0
7 3 6
68 77 12
2 70 15
6 49 12
16 55 13
70 17 3
56 15 11
45 24 10
55 7 7
29 11 0
29 52 1
1 31 1
9 7 4
56 23 9
5 40 11
77 31 9
16 77 12
61 15 2
9 32 6
63 45 7
56 38 11
70 37 7
67 34 10
69 64 3
6 44 13
79 62 8
10 26 4
66 29 9
70 26 3
47 18 1
30 56 14
14 2 15
4 34 8
75 49 9
35 78 12
63 2 12
49 56 1
28 26 12
23 55 1
39 4 11
3 77 10
33 75 6
3 43 13
54 7 3
70 49 9
68 59 13
73 72 8
20 48 14
30 16 0
10 31 9
43 73 12
4 78 8
46 34 8
77 1 3
39 72 10
33 22 14
59 2 14
1 59 1
45 61 6
52 7 2
70 40 2
33 35 8
63 16 7
22 18 1
29 14 1
23 64 14
74 40 1
70 29 1
33 32 0
45 69 1
76 30 11
13 9 14
14 65 2
30 26 10
73 47 13
9 54 9
41 77 11
42 52 11
60 37 0
20 47 1
37 19 0
13 77 6
40 65 11
27 48 1
19 48 2
9 28 13
68 15 1
77 60 14
40 34 6
73 37 7
42 31 11
29 58 10
14 30 14
52 46 2
45 71 2
46 61 7
57 53 7
72 16 7
52 74 4
77 33 9
43 40 3
10 52 13
64 18 15
25 23 14
1 21 3
53 33 15
12 16 1
55 3 5
9 16 12
54 45 4
51 71 7
37 15 10
43 75 3
5 9 11
57 52 14
55 37 15
17 23 2
19 0 11
58 48 10
56 22 8
12 29 9
63 43 1
72 66 13
36 41 12
40 22 4
5 26 13
66 35 10
12 44 9
21 15 9
35 62 14
28 21 9
33 77 3
29 35 4
12 26 5
3 76 1
69 68 6
0 62 0
47 26 9
73 54 14
66 16 14
37 14 3
56 55 15
33 11 4
35 14 11
10 28 2
41 20 10
35 58 2
40 4 13
12 66 10
24 71 1
17 75 12
28 25 8
60 19 15
23 63 9
16 25 2
66 27 0
55 8 15
71 78 6
22 4 13
33 78 12
74 30 11
61 67 5
37 62 15
50 76 11
69 61 9
12 28 3
36 53 14
41 31 13
14 22 14
40 14 11
50 16 15
62 76 13
30 3 9
34 64 6
71 41 8
40 52 12
56 54 12
33 6 8
62 28 10
5 39 14
52 28 5
68 26 3
42 16 0
2 48 2
42 45 2
6 66 6
46 68 6
20 68 12
29 37 5
47 42 13
27 70 7
1 4 0
67 13 12
62 5 5
36 38 0
29 31 1
34 15 12
51 16 8
10 9 2
64 53 0
1 69 4
50 24 9
41 54 0
38 35 14
25 12 8
73 60 12
37 54 2
28 52 8
61 36 7
48 2 15
50 47 3
57 28 0
50 29 14
47 61 3
39 42 4
10 12 5
26 62 7
10 18 12
78 60 7
7 63 8
52 39 10
19 4 10
72 76 13
0 34 6
71 62 15
40 30 10
59 61 2
13 54 2
48 16 0
20 66 3
21 25 14
14 4 13
63 21 15
17 70 13
51 1 9
15 55 9
34 66 10
78 47 5
18 37 6
66 77 8
60 59 6
42 17 5
67 60 0
40 53 5
19 60 2
0 39 6
68 58 10
12 7 14
76 20 2
44 71 7
44 1 6
54 74 9
47 79 12
32 71 6
9 75 4
13 27 8
22 33 3
42 73 8
26 21 0
29 27 2
78 18 4
21 60 0
41 9 1
17 65 14
54 60 10
38 64 3
30 71 12
39 66 10
67 10 6
21 35 4
55 71 14
62 32 3
71 55 11
22 3 11
59 44 13
27 78 6
48 47 5
1 25 14
46 67 6
0 75 9
42 12 11
32 64 0
77 34 1
35 61 12
5 32 8
7 73 0
60 77 14
62 22 15
69 13 1
47 3 4
22 16 2
53 15 1
56 7 10
12 69 8
24 78 0
42 40 5
75 46 0
51 53 1
8 24 4
34 10 5
56 5 8
77 25 13
22 0 9
35 71 11
15 43 14
72 11 14
11 14 2
23 11 5
40 75 0
21 1 6
47 58 2
31 39 6
16 39 1
48 36 5
35 17 10
24 34 6
22 37 8
56 33 2
62 45 11
44 66 14
21 4 12
19 68 6
55 44 9
26 43 8
11 65 6
33 27 14
33 4 3
66 23 15
17 59 10
47 72 12
75 4 10
13 45 0
20 53 15
12 23 11
39 20 14
69 23 0
56 78 14
75 73 13
51 60 7
32 47 10
61 51 9
5 29 3
34 73 12
75 3 5
65 21 9
76 67 6
72 17 4
42 6 2
39 18 11
58 50 5
58 0 4
25 22 9
26 55 2
31 19 11
0 61 5
44 12 15
70 50 6
60 48 14
31 12 12
16 40 4
51 41 9
54 76 12
68 9 11
62 75 0
28 77 5
30 47 11
43 64 0
78 76 12
9 29 4
63 24 1
27 38 13
11 43 12
23 54 4
36 39 12
61 4 8
53 22 5
50 66 3
59 10 11
12 51 0
20 40 4
73 64 12
58 1 15
51 54 1
38 54 8
14 77 14
64 47 15
42 68 11
54 68 12
10 19 0
33 25 14
55 6 14
36 5 3
62 58 11
6 76 11
32 54 10
37 3 8
45 53 0
57 41 9
4 76 3
45 4 12
31 22 2
68 12 4
18 63 13
35 44 14
79 31 14
41 47 1
18 77 3
48 65 2
43 38 13
51 2 5
32 10 13
14 24 8
38 78 7
6 47 15
27 55 8
23 35 1
77 51 5
36 34 0
52 26 0
53 16 8
34 59 10
28 2 10
28 8 9
77 58 13
76 42 12
60 71 0
40 44 14
19 59 15
26 68 5
49 32 12
4 73 2
62 71 11
67 47 9
37 40 14
19 79 5
79 45 13
53 2 9
30 48 4
48 77 3
12 50 6
27 14 9
22 20 12
70 52 11
27 53 8
40 46 3
50 28 12
63 59 9
57 20 5
51 36 0
68 42 14
22 12 12
74 53 13
52 24 0
79 28 4
64 10 13
2 41 7
21 72 15
11 47 0
76 49 6
20 58 11
30 22 15
25 41 4
37 8 0
26 73 14
58 31 14
59 64 3
77 42 5
31 59 2
0 4 13
66 60 12
9 53 8
77 68 0
56 61 1
37 50 1
46 51 14
54 15 3
18 33 3
21 46 13
43 18 7
61 26 8
12 42 2
58 62 7
33 43 9
56 42 14
33 72 8
76 4 4
18 66 9
3 28 11
72 46 9
72 39 15
56 37 4
16 18 9
29 3 6
74 38 4
74 1 8
46 65 12
61 79 5
44 19 10
66 47 12
62 21 15
22 61 12
1 8 10
28 39 6
35 77 3
25 45 15
58 72 0
67 29 6
46 4 12
64 8 8
70 68 2
7 57 7
23 31 7
58 22 1
70 35 2
24 8 4
66 38 1
26 29 7
61 59 3
68 6 10
9 25 15
14 56 2
60 25 3
69 75 6
76 62 9
72 1 13
24 75 14
0 32 13
76 34 15
22 42 15
65 36 9
33 68 7
43 35 9
56 14 5
62 0 10
65 60 15
20 22 2
55 38 3
56 43 5
24 13 7
27 39 9
40 67 15
13 38 6
73 19 10
20 24 12
21 20 5
41 66 15
76 53 8
29 33 15
38 47 4
45 40 14
39 54 12
53 0 12
7 52 11
17 58 8
2 25 6
32 37 11
3 41 13
48 41 6
27 79 14
35 13 2
31 20 10
61 75 15
5 49 15
31 35 12
7 12 1
68 47 14
36 14 15
17 9 10
52 19 4
75 38 6
71 11 14
31 41 8
71 67 9
2 17 2
57 27 5
41 59 7
58 46 10
25 33 8
77 2 4
15 52 13
50 62 1
67 7 11
2 72 13
4 64 10
68 62 9
73 42 2
11 71 3
68 20 2
73 59 6
9 55 8
59 57 4
42 9 5
73 43 14
67 55 0
51 73 9
0 79 12
2 1 7
19 33 7
74 41 14
25 73 11
24 18 6
39 23 3
3 68 1
16 69 11
8 41 10
29 26 6
38 20 13
34 29 6
45 3 4
48 3 14
26 48 1
57 56 12
48 75 3
11 22 3
20 26 3
62 77 11
11 64 11
61 32 3
58 2 0
48 53 12
12 45 11
39 8 13
10 49 15
2 35 10
5 18 7
22 72 0
19 17 15
4 7 6
37 47 13
66 19 5
46 14 5
3 63 6
39 51 11
33 79 10
42 3 15
4 18 13
5 69 12
12 1 11
28 11 13
8 14 15
68 56 4
77 0 9
32 16 10
69 46 3
61 63 6
16 28 4
18 28 2
36 78 3
31 28 8
23 38 10
59 75 8
54 47 4
74 4 12
6 25 5
1 18 1
30 20 12
41 1 15
61 44 6
73 51 14
27 58 8
69 56 3
35 65 10
32 43 15
70 58 3
43 66 8
8 46 13
3 69 4
58 14 3
16 44 9
57 55 2
64 23 12
65 24 4
67 76 4
72 67 1
68 46 7
67 21 11
20 12 5
19 69 13
25 35 1
51 37 12
66 53 15
59 41 4
38 0 2
39 26 2
61 20 7
50 20 13
50 75 6
31 44 2
28 35 4
51 15 4
26 56 4
35 41 0
15 66 9
76 60 7
15 69 14
19 9 10
48 32 3
59 54 5
62 37 7
66 13 2
77 76 11
30 63 13
53 7 3
32 65 10
53 32 11
10 1 3
62 31 15
28 75 13
34 13 15
71 77 12
77 66 12
5 77 3
75 12 3
15 30 11
74 77 13
50 5 11
56 58 1
51 55 0
27 72 5
3 42 3
37 52 0
58 32 11
57 6 10
58 33 5
26 71 10
51 44 5
63 11 10
45 78 7
40 39 3
11 51 10
79 63 5
48 25 8
62 44 10
56 46 5
21 41 0
74 39 9
71 68 5
50 79 2
25 11 2
76 51 8
18 43 11
50 17 12
13 37 2
41 28 14
5 31 4
35 3 15
56 27 4
1 37 7
2 78 15
56 53 6
52 23 12
73 49 8
46 33 13
47 46 7
40 69 11
9 17 10
31 68 4
12 64 15
68 40 3
77 29 11
70 28 14
6 58 14
63 75 13
8 21 0
71 57 1
44 61 4
8 45 2
35 72 8
62 55 4
50 27 14
39 68 9
42 29 13
18 69 10
0 78 1
45 75 3
9 78 2
67 52 5
24 31 5
23 3 15
15 42 2
52 48 15
17 43 5
12 39 11
22 55 8
23 33 12
25 29 11
10 43 14
12 67 8
2 77 1
71 7 11
12 21 0
67 1 0
41 49 9
3 72 11
8 22 6
23 68 6
19 76 11
73 22 14
22 64 4
56 3 1
39 37 3
44 23 5
12 63 6
77 19 10
58 70 12
57 14 2
43 31 11
18 30 15
24 51 1
45 7 15
66 11 10
67 72 12
69 25 9
41 17 14
25 37 13
48 10 15
3 62 3
41 71 15
78 49 9
63 36 1
67 5 6
11 39 5
40 6 0
6 38 12
24 45 1
55 65 5
65 47 1
27 12 14
23 28 10
9 26 15
78 1 1
48 26 3
37 0 7
42 22 12
29 47 12
5 19 4
76 31 8
54 73 9
26 34 13
1 53 13
48 35 6
76 1 12
5 57 4
28 9 3
14 20 15
8 23 10
21 32 12
36 68 9
36 72 8
13 15 12
25 16 1
29 4 12
23 10 2
30 55 11
56 18 14
76 5 6
26 40 1
19 43 8
22 44 14
25 7 12
48 19 9
28 23 6
42 56 0
56 8 7
77 67 9
71 20 4
7 14 2
52 66 0
79 21 10
47 4 4
13 29 0
48 0 1
49 72 3
28 4 2
2 60 12
49 57 7
62 78 8
44 58 15
19 58 11
28 18 9
22 49 8
2 55 9
18 5 14
52 69 7
45 26 12
58 57 14
49 59 11
43 41 12
26 31 6
24 72 6
79 46 14
47 39 6
50 18 15
13 69 14
38 79 13
27 43 5
49 66 13
23 56 0
26 49 5
34 72 4
25 19 13
40 59 7
16 62 10
67 4 3
8 10 0
1 6 10
11 40 11
79 40 14
60 43 5
12 71 5
68 79 13
20 71 15
35 31 3
18 56 3
5 17 12
61 21 0
56 74 5
57 2 15
72 44 10
10 47 2
22 17 9
50 19 3
37 10 11
77 63 0
79 75 13
32 24 8
66 3 15
40 21 1
30 39 8
43 5 8
58 10 10
70 4 4
79 1 0
38 48 6
49 4 8
48 42 11
65 54 13
43 16 11
33 70 6
62 36 8
10 57 2
16 13 7
9 22 11
8 19 7
11 9 0
1 43 2
19 74 14
42 13 3
7 17 6
10 23 2
11 0 13
6 10 12
41 67 6
63 77 5
60 36 1
64 0 2
22 25 8
73 24 3
9 24 5
20 50 9
76 52 9
27 54 8
44 30 0
32 36 5
8 7 2
63 44 1
79 55 2
57 1 2
46 77 2
72 33 10
57 45 15
47 63 9
62 40 6
29 75 5
52 59 14
41 51 14
19 18 12
53 3 4
40 48 4
51 46 0
55 22 4
75 23 6
12 2 12
34 43 6
2 63 12
20 38 8
29 24 15
20 62 1
45 13 2
41 61 9
66 63 6
53 62 0
43 39 13
78 15 4
67 36 10
47 16 11
72 60 2
2 57 11
53 31 6
40 60 8
71 43 10
24 16 10
73 29 7
31 62 15
2 40 3
49 18 10
10 67 15
59 77 8
8 57 12
24 35 4
46 7 15
0 41 11
79 61 4
34 40 15
40 77 6
24 76 3
37 7 6
67 64 9
31 48 13
1 38 8
26 18 9
53 10 11
59 18 14
48 71 5
76 56 10
13 35 14
35 25 14
36 20 4
41 2 3
6 41 15
70 3 13
41 50 5
41 78 1
5 65 1
16 63 2
8 17 4
13 66 5
30 11 11
45 43 2
52 43 2
63 51 1
67 53 12
19 70 2
26 57 5
14 33 7
30 7 0
6 28 15
64 40 10
2 65 9
63 3 13
70 8 1
25 75 1
74 62 0
44 10 11
71 47 12
20 25 8
42 25 10
33 50 3
36 57 0
57 77 12
26 23 3
13 26 6
72 38 6
46 59 1
29 72 8
27 65 0
39 1 6
23 42 6
63 49 10
77 21 15
61 71 9
31 9 3
0 3 1
1 35 0
38 56 12
72 20 3
27 24 13
47 9 8
38 4 3
38 18 8
58 26 3
3 60 5
1 14 2
30 58 8
34 2 15
27 8 12
55 59 13
22 1 1
8 35 9
61 25 8
3 34 6
30 57 0
5 72 13
36 46 2
76 47 14
60 69 5
70 69 4
41 44 13
22 74 12
47 59 11
37 18 15
69 52 11
55 11 8
17 42 11
69 21 1
18 76 10
69 20 4
26 50 2
53 14 1
73 0 8
70 21 7
42 62 3
66 50 7
73 44 13
13 28 14
19 24 0
64 13 15
18 9 9
30 51 9
26 69 3
24 3 0
3 37 3
9 8 8
57 15 13
45 51 0
76 38 10
49 47 6
61 78 1
62 4 15
3 32 15
49 68 3
54 75 11
62 3 12
4 62 2
60 32 2
12 58 12
43 30 15
4 41 9
70 57 6
78 52 3
1 16 0
64 56 2
59 35 12
32 74 3
66 62 5
57 37 5
5 37 10
54 14 4
31 0 12
22 48 1
38 23 7
43 74 15
29 56 3
17 16 0
56 63 11
55 2 11
53 60 1
35 55 13
11 33 11
60 51 7
17 15 0
20 11 5
25 57 11
71 33 15
74 52 3
71 5 7
25 18 9
17 50 0
47 7 0
14 67 8
74 67 0
38 17 10
31 61 6
24 60 15
61 27 3
9 18 4
65 18 2
61 65 2
72 21 7
28 33 13
7 55 1
3 24 11
50 57 7
16 61 13
20 30 9
63 9 13
76 3 13
8 71 2
50 35 14
41 39 15
65 62 12
75 71 4
11 62 10
68 66 2
32 34 8
36 76 7
30 72 6
44 39 6
42 66 13
35 33 13
17 37 6
46 69 10
26 59 5
15 37 7
26 76 10
47 31 12
61 34 14
68 43 4
32 77 2
32 15 12
0 8 6
32 63 14
70 74 8
65 72 13
25 34 1
54 62 3
60 55 12
40 15 4
23 15 11
6 5 2
34 16 3
54 26 1
72 7 0
14 43 8
36 55 7
29 28 8
70 45 7
19 2 10
49 26 0
73 78 8
62 15 3
31 52 7
78 21 5
13 0 7
39 55 12
29 12 2
52 56 14
19 49 12
2 69 8
55 67 10
56 77 6
9 76 12
21 51 6
27 40 11
51 35 7
37 29 12
31 8 14
2 49 11
46 48 0
57 54 2
55 32 11
29 34 11
33 61 5
21 28 6
4 48 11
6 29 2
78 70 1
67 32 14
19 37 4
55 35 5
39 21 2
79 6 5
36 70 15
54 21 7
77 9 2
12 34 5
59 70 11
22 19 5
31 1 10
21 34 0
7 50 4
21 6 15
19 16 7
77 47 8
59 31 14
22 14 7
20 77 1
8 48 4
0 36 14
67 62 12
51 67 14
66 45 12
32 67 13
21 64 15
16 4 6
47 38 3
77 52 12
48 38 11
3 40 15
25 2 6
57 75 4
31 18 0
32 62 12
59 16 13
6 31 4
12 37 11
59 49 13
37 45 15
5 61 2
45 42 6
39 64 5
1 12 4
71 34 1
3 65 6
3 57 12
42 78 14
44 79 10
36 47 1
66 74 3
56 62 13
65 4 2
34 18 4
35 50 7
38 1 4
24 53 6
53 19 13
70 72 8
26 0 2
20 4 8
61 8 7
59 21 15
14 10 14
43 78 11
60 33 10
19 75 8
55 61 8
42 65 9
6 75 9
32 13 4
71 28 7
19 12 11
52 51 13
72 42 9
20 79 15
8 40 1
55 51 13
19 53 15
47 15 9
30 62 15
27 51 13
30 36 7
43 20 10
75 48 2
12 10 2
1 19 13
19 6 0
60 22 1
46 45 2
5 21 9
4 74 2
5 78 0
24 21 12
62 13 8
75 37 2
78 36 4
8 59 8
20 65 3
28 36 1
50 43 5
60 57 11
65 39 9
41 26 7
59 19 4
4 10 1
75 15 4
13 57 4
36 42 10
61 55 13
15 70 9
26 60 1
46 20 12
24 44 2
6 4 8
49 23 15
59 50 10
57 17 10
54 40 5
0 21 8
62 42 4
30 65 15
23 53 1
1 46 10
43 0 3
61 64 6
27 18 10
64 35 12
67 75 6
55 5 14
75 70 9
5 36 10
2 52 2
60 53 14
77 73 7
28 57 8
29 74 8
50 33 0
5 28 14
30 50 0
9 35 13
2 64 9
76 6 15
74 27 9
49 71 10
22 69 6
1 54 2
61 2 3
16 33 5
37 32 13
20 54 6
20 46 3
19 15 0
30 8 8
57 43 3
64 68 14
65 15 15
78 35 2
45 11 11
24 69 8
2 79 2
68 24 15
44 3 10
49 55 3
65 51 6
21 24 15
75 8 7
63 71 14
49 41 11
25 5 1
57 24 0
73 45 0
47 43 13
0 40 14
10 17 3
76 66 3
75 17 15
63 70 10
15 79 1
40 31 9
68 54 9
4 13 1
33 48 4
35 43 13
9 67 11
9 63 9
38 52 0
3 36 10
12 46 3
15 23 6
74 10 7
6 35 9
10 70 9
70 38 3
51 5 9
42 34 1
17 8 3
75 0 3
61 5 15
33 20 7
10 42 5
23 72 3
27 16 5
65 30 13
0 66 8
55 27 12
24 67 9
44 17 12
75 52 9
34 31 3
0 14 12
75 24 8
16 73 5
74 15 7
16 5 7
31 5 2
27 35 3
26 14 0
52 13 10
15 47 10
56 25 4
62 35 13
6 32 0
20 7 1
58 67 9
26 52 3
36 18 9
35 22 13
1 60 2
75 58 11
38 28 14
61 49 8
20 61 7
56 17 0
49 28 4
14 34 11
66 32 3
2 8 3
32 31 5
63 67 0
41 70 13
72 43 0
61 24 5
13 39 13
75 25 12
77 72 11
12 48 15
5 43 11
60 30 10
63 29 13
71 2 2
13 72 4
59 52 2
13 70 14
17 28 6
27 47 3
4 32 0
15 35 14
26 11 10
30 78 3
11 32 7
5 60 8
27 52 10
12 11 7
73 35 0
54 44 11
57 71 5
3 12 0
35 24 5
5 22 6
26 25 4
37 58 1
79 17 1
15 26 11
38 55 4
68 22 13
13 10 5
27 9 4
53 13 13
29 21 8
66 71 10
76 68 6
22 78 14
35 40 8
77 27 0
25 51 9
48 68 14
11 74 3
16 6 7
68 14 15
50 74 4
29 16 7
6 65 2
30 68 2
43 67 2
42 70 4
22 5 13
62 26 4
66 18 14
69 10 10
58 21 8
43 3 1
1 3 0
3 10 10
21 74 2
10 24 15
12 56 11
7 77 0
14 64 9
37 33 5
10 69 4
76 73 15
36 62 2
19 22 9
64 79 1
60 5 13
5 76 1
0 33 7
48 44 10
11 46 8
67 19 12
48 72 3
30 52 4
34 65 7
6 46 9
21 73 12
5 70 1
60 6 13
26 30 13
71 58 11
67 23 4
34 6 3
50 32 3
70 60 15
31 66 6
48 24 2
51 34 7
19 8 4
37 21 9
52 38 5
2 31 13
16 47 13
27 13 9
59 5 12
37 49 5
45 47 9
5 23 12
43 69 5
37 24 0
10 60 12
39 52 8
37 65 0
28 13 11
64 66 5
35 42 4
59 78 1
43 4 9
7 37 7
26 45 6
75 40 3
18 13 2
12 76 14
67 59 3
69 6 6
30 75 2
25 63 6
17 51 10
28 5 13
10 78 15
12 59 13
70 67 0
1 23 6
75 13 10
70 16 0
42 60 15
33 36 3
79 27 12
47 78 11
17 7 2
39 77 2
15 67 9
29 50 15
27 77 4
9 30 14
9 11 8
4 37 4
66 68 13
5 46 0
63 50 13
66 12 3
16 54 0
5 24 1
66 26 11
77 11 0
49 19 14
9 41 6
12 22 6
45 6 13
65 70 5
55 73 3
54 71 4
79 26 8
37 5 3
30 38 0
67 57 6
30 61 4
52 5 6
6 13 11
77 6 11
72 74 2
37 36 5
79 53 12
37 70 14
11 66 9
18 68 11
74 49 7
18 42 3
37 2 9
72 79 6
22 24 3
72 71 1
52 79 0
71 60 4
50 15 14
71 29 7
46 31 4
36 0 11
52 15 4
72 78 13
70 18 12
75 45 4
55 34 2
70 48 12
44 52 2
27 1 15
54 12 4
40 73 10
15 32 6
34 51 4
39 65 8
5 3 5
61 28 0
0 65 13
76 50 12
14 49 6
6 8 12
10 37 2
41 6 14
52 22 6
74 56 13
18 6 11
63 56 14
76 36 12
16 76 4
44 2 2
62 60 12
6 20 2
33 2 12
33 8 6
58 29 2
45 21 6
44 51 3
59 69 2
59 1 6
21 13 2
77 20 0
48 14 7
54 30 10
16 59 15
69 73 11
48 15 6
27 57 2
69 37 9
6 21 10
6 18 12
5 12 13
6 30 14
26 32 3
50 60 3
18 59 15
23 9 0
68 23 3
24 33 13
69 43 15
77 56 7
54 29 7
29 73 14
75 69 13
58 61 1
51 63 7
51 66 4
0 48 4
10 21 5
28 44 10
50 46 0
42 69 14
13 33 12
72 19 2
66 22 2
73 17 10
72 50 14
71 75 8
79 77 9
69 2 5
42 4 7
69 55 8
64 37 4
38 77 10
78 65 2
10 36 11
57 69 14
4 56 2
45 22 7
69 51 14
49 61 6
3 78 14
35 48 2
78 8 14
63 78 15
49 69 4
79 73 13
64 63 4
66 73 6
63 4 10
67 0 12
47 6 8
3 46 12
48 79 10
4 3 3
69 22 10
47 34 8
23 67 12
58 75 12
25 17 11
78 37 5
31 17 8
73 13 10
51 21 8
10 41 5
61 22 10
49 21 5
51 75 7
28 43 11
