40 500
39 36 7
10 21 2
18 17 14
28 23 13
33 28 8
1 8 2
16 5 1
10 25 -2
6 4 10
1 25 11
9 5 15
24 19 2
28 8 -1
33 10 -5
2 22 5
34 17 12
29 36 8
19 22 10
5 28 4
23 26 3
33 8 6
18 30 12
0 31 10
19 0 8
18 38 2
0 35 6
12 26 12
27 25 2
10 24 7
5 27 15
15 33 14
26 12 -3
11 8 4
7 29 14
28 17 14
34 1 0
6 18 3
0 14 -3
9 0 10
13 21 8
19 31 6
29 2 5
3 17 7
4 34 10
16 24 -5
7 15 7
28 15 -4
12 29 -2
33 13 10
20 10 15
2 35 11
7 16 10
23 3 1
27 20 -5
10 17 13
7 25 2
0 2 13
30 38 -1
15 10 10
5 39 5
22 9 12
6 8 10
