80 2000
14 26 0
15 58 8
59 17 -4
14 77 -3
48 51 -2
16 23 -4
15 79 -4
57 17 5
67 56 2
25 79 1
4 37 13
24 55 7
43 26 12
1 22 9
38 66 -2
19 36 0
12 11 4
2 71 7
67 17 5
1 73 5
17 19 14
36 48 -1
2 75 1
46 44 7
8 0 1
72 76 6
16 74 10
2 12 2
58 15 -1
35 24 8
45 70 5
69 46 7
39 16 1
3 33 -3
18 61 -4
54 15 6
78 20 10
29 71 10
35 7 0
76 79 -4
56 10 8
54 75 -5
52 29 -1
16 36 11
13 43 5
33 20 15
0 28 4
4 31 -4
15 2 14
46 51 10
72 57 6
54 39 14
8 47 9
75 44 6
36 54 0
61 13 -1
32 59 8
0 14 -4
15 65 -2
4 26 -5
52 70 2
12 57 7
35 11 10
20 54 11
5 69 -5
66 12 6
57 13 -1
75 3 -2
43 7 9
10 25 11
5 52 9
13 31 -4
59 29 5
10 6 4
46 67 3
62 38 1
51 22 -2
25 3 -5
72 55 0
44 68 11
45 57 8
54 76 3
63 3 1
15 71 -5
42 25 1
77 51 0
56 32 8
50 55 -1
10 45 13
8 67 2
17 60 -5
4 7 3
51 53 8
12 39 5
8 14 -4
57 75 10
59 15 3
4 2 15
33 74 2
8 72 15
34 73 -5
40 31 -3
40 22 -4
32 78 14
64 4 13
38 76 10
50 77 11
63 28 15
8 25 9
75 56 -2
53 48 14
71 37 -2
52 48 -2
19 27 10
36 6 10
61 73 3
31 29 0
41 55 0
26 65 13
76 37 13
72 14 14
57 1 -3
33 21 8
17 3 1
59 6 11
58 69 0
13 11 8
7 20 -5
33 12 12
10 30 6
78 73 11
76 64 13
57 18 -2
10 56 -5
68 64 15
75 37 11
3 9 12
51 33 4
68 17 0
15 57 6
66 65 2
73 56 11
47 56 -5
69 22 -4
69 5 8
60 40 10
11 23 1
48 72 -3
51 11 15
10 20 11
63 75 3
21 76 8
71 64 -1
59 50 13
61 6 3
5 75 6
29 15 3
11 74 8
14 45 8
5 63 12
31 22 10
36 70 12
28 42 7
45 13 9
74 50 0
37 5 14
53 36 14
69 31 3
78 54 -5
34 57 11
39 19 -3
56 1 -1
71 43 -2
49 18 0
45 74 2
52 35 12
69 16 -5
64 73 2
34 68 7
29 78 -4
55 17 3
50 61 -1
77 73 -3
54 2 14
8 11 4
9 27 -2
75 31 6
76 20 1
52 13 2
27 60 8
0 43 0
31 5 3
41 71 11
12 51 5
2 21 6
63 18 3
15 78 -2
54 40 15
4 24 4
35 3 13
53 51 -3
8 66 -1
33 76 12
73 69 15
69 0 7
59 70 -1
12 34 -3
56 34 8
66 13 2
41 79 0
50 48 3
69 54 14
68 79 2
79 70 9
39 64 7
72 39 -3
41 43 13
33 40 -4
78 17 14
23 7 10
48 5 6
14 9 10
10 54 -4
29 76 12
71 50 1
53 40 2
52 16 -2
65 74 3
41 47 14
7 48 10
0 6 -5
76 73 4
17 38 11
74 32 0
6 37 7
48 35 12
78 55 8
63 52 -4
1 39 5
54 46 10
56 43 12
3 73 9
28 24 11
77 3 8
16 31 6
33 51 7
53 43 4
6 13 7
42 77 14
44 29 -4
1 54 0
23 15 0
19 37 0
57 54 10
60 39 7
17 40 14
8 49 -5
13 10 0
35 12 -3
47 64 3
68 66 15
49 7 -5
68 1 -2
60 75 11
63 71 -1
25 10 0
73 76 6
17 52 3
21 54 -3
18 14 0
6 26 11
32 29 10
43 29 8
44 75 7
68 6 9
70 44 15
33 65 0
29 64 5
32 46 3
6 4 8
32 39 15
47 36 15
59 43 -1
25 9 -2
17 24 -1
57 36 12
78 62 14
10 57 9
50 26 2
37 21 10
21 3 1
71 68 7
21 9 10
45 1 15
69 7 -3
77 49 2
5 32 5
24 4 7
77 29 5
69 64 -1
34 79 2
42 29 4
1 4 15
13 65 -3
50 56 10
64 36 11
8 54 6
22 35 3
54 6 12
26 68 6
8 60 14
79 27 9
70 13 -5
41 30 15
76 15 -1
68 58 11
65 32 12
49 79 13
74 54 13
67 65 -1
76 7 4
40 61 13
17 61 -2
35 57 -1
32 48 2
4 11 14
69 48 3
22 34 -1
26 71 15
28 75 9
20 66 2
30 72 -2
19 14 15
70 63 -5
50 20 13
26 22 11
65 6 13
71 27 0
18 15 -4
14 1 0
29 22 -5
2 8 11
49 59 8
48 14 -4
3 65 15
76 71 10
49 15 -5
70 10 4
24 47 7
11 36 -4
30 70 4
10 75 11
6 61 3
53 70 15
40 39 8
75 40 -2
4 0 1
2 58 7
23 0 6
35 42 13
48 56 -3
42 2 -4
49 54 3
11 9 -5
50 47 4
28 36 -5
57 69 5
78 75 3
79 60 -4
66 78 -5
47 71 1
55 53 12
25 37 12
18 48 12
79 51 0
49 77 9
1 67 2
69 55 12
71 66 15
72 15 10
67 62 14
9 46 -5
47 75 8
23 46 9
9 72 9
48 2 14
30 16 -5
11 16 8
45 58 15
66 73 12
23 48 -5
38 10 12
47 17 -3
59 46 5
65 40 -2
58 62 9
37 11 -1
62 37 7
77 23 -3
12 69 15
77 75 7
17 55 3
22 20 -1
77 61 5
65 75 -3
57 6 3
46 34 -1
13 70 6
37 47 10
5 40 8
64 16 -5
73 18 -1
46 63 -5
73 2 -4
8 51 2
43 52 3
6 58 0
27 17 3
64 20 12
78 41 3
0 7 -3
62 66 15
66 23 0
33 57 2
11 17 8
9 49 12
47 0 10
8 7 6
11 14 13
78 22 9
40 23 8
10 5 6
29 56 -4
72 17 1
5 4 9
9 55 13
40 1 -5
61 32 15
11 64 13
39 71 5
37 29 15
18 72 11
59 52 13
71 73 1
52 44 -1
76 32 3
60 14 8
11 79 11
18 60 1
39 68 -3
27 9 -4
33 42 -4
19 45 12
78 51 2
23 8 9
37 27 6
67 30 5
19 53 11
7 51 3
4 54 9
24 75 12
28 32 4
24 70 4
22 40 2
48 38 7
17 69 -4
6 57 9
35 6 7
46 57 14
42 45 -3
46 50 0
26 72 0
1 76 -4
69 42 5
13 5 10
39 3 14
13 29 -2
10 12 9
64 49 -2
76 2 -1
42 37 9
49 6 0
51 79 6
29 40 3
10 22 -5
10 17 0
56 40 13
45 7 -5
20 53 -4
10 40 -2
43 27 0
33 56 15
79 43 -4
56 36 -4
63 12 9
24 16 9
76 70 -4
45 75 6
3 29 -3
6 1 7
36 79 1
38 1 1
74 15 -5
35 44 -1
4 27 8
5 64 14
36 8 -3
69 38 15
78 12 2
43 78 14
22 69 6
44 31 6
72 43 -1
5 46 7
9 4 -4
52 62 13
73 1 15
2 50 13
54 70 -4
9 69 7
56 61 3
5 30 10
64 34 -1
27 24 13
36 39 13
47 28 -5
0 50 10
20 42 5
1 27 0
44 1 -3
63 27 7
40 32 -1
50 23 4
13 58 12
32 23 13
7 23 13
19 28 2
39 42 -2
8 1 -4
73 5 15
53 5 6
31 0 15
69 71 8
31 1 -1
14 11 7
28 17 14
0 36 5
58 42 13
71 69 9
41 72 0
11 21 13
75 54 4
21 50 -4
53 22 -5
18 58 6
45 66 0
9 32 9
59 3 14
16 0 9
44 20 2
70 0 0
77 21 -3
45 67 -2
62 0 6
72 12 8
64 55 1
68 47 5
40 72 9
60 21 -2
48 71 11
43 30 10
68 77 1
8 70 7
77 19 11
74 61 0
65 35 5
39 6 -2
65 17 0
61 20 -5
6 22 12
27 78 4
68 16 15
29 17 -1
7 32 -3
62 35 15
27 16 11
14 8 8
46 73 14
25 1 -1
1 16 -4
26 6 3
56 63 6
16 13 2
47 24 -4
16 64 -3
53 42 -4
52 32 7
25 0 -4
44 76 2
56 58 9
45 50 13
12 78 12
28 16 -3
2 20 14
11 53 -3
60 38 7
77 5 0
74 67 1
15 3 3
31 69 3
8 79 7
19 72 -3
25 15 8
62 1 11
7 46 7
71 47 8
50 58 -4
49 29 7
19 10 13
65 50 6
46 7 4
74 36 3
38 4 9
55 50 1
39 77 1
28 72 8
38 77 7
21 58 1
16 21 7
15 11 4
18 32 1
52 17 5
71 41 3
19 12 11
65 5 12
63 76 14
12 79 8
18 30 4
10 76 13
48 33 2
25 71 5
30 17 4
58 23 6
68 30 2
31 33 1
4 30 -3
10 46 11
63 51 -5
47 34 6
59 49 13
34 63 5
58 51 13
34 42 1
46 30 8
47 72 10
34 50 7
48 8 8
26 35 -1
43 36 6
2 68 -5
73 42 14
39 65 -3
43 23 7
76 18 5
47 73 7
50 38 9
23 14 2
1 58 3
17 30 6
75 15 3
23 49 -2
33 69 13
25 31 0
53 14 4
27 7 9
72 52 2
58 28 -2
68 15 10
67 45 0
10 47 12
57 11 12
35 40 0
26 46 3
22 55 11
58 33 3
63 6 -2
63 24 15
20 3 11
52 43 -1
28 56 9
57 16 13
55 51 5
52 24 1
59 0 -2
5 45 -1
56 68 -3
3 47 5
66 5 -4
3 19 10
22 16 -3
39 23 5
59 24 -2
54 3 14
38 29 13
15 27 7
67 11 10
21 4 1
15 25 7
79 44 6
19 66 7
22 3 14
23 73 15
62 31 6
16 47 14
45 27 2
18 21 -1
56 29 14
24 66 14
77 22 -5
36 46 10
28 45 2
16 29 8
54 11 11
44 4 10
50 11 -4
70 58 -4
65 23 7
77 63 -2
25 48 -4
12 1 10
15 19 7
12 45 15
70 28 12
71 23 -3
63 55 3
68 33 7
61 25 5
56 33 -1
18 26 1
19 18 0
65 2 15
13 77 4
32 19 6
19 23 0
45 51 -4
48 23 14
47 6 7
31 61 2
68 7 3
50 62 3
13 30 -5
62 40 2
41 19 -5
9 28 7
22 51 -4
65 36 7
29 73 10
46 49 -3
40 35 10
72 9 0
11 54 3
42 54 3
2 72 -3
73 48 13
27 75 5
57 70 10
7 61 -5
17 2 3
21 55 0
1 9 14
17 11 -1
39 9 1
73 31 8
59 68 13
4 72 11
60 27 -3
62 61 2
10 77 0
16 56 15
49 3 9
43 73 11
60 69 8
45 30 15
26 73 4
25 14 14
11 48 5
39 24 -5
42 23 2
15 18 -4
20 15 13
8 45 -5
44 62 7
34 36 13
58 36 10
0 17 8
71 59 7
38 73 9
75 57 4
25 49 6
54 4 3
42 4 -5
52 31 6
40 28 10
25 4 13
49 34 13
54 78 0
59 56 -3
14 72 15
45 17 13
48 28 5
59 1 0
47 44 -2
20 67 0
78 37 11
79 71 13
42 78 7
44 36 8
55 31 4
37 28 4
32 9 4
78 15 7
72 77 13
31 77 2
33 35 13
28 73 3
52 33 -5
67 71 0
18 28 -4
75 42 11
53 16 14
61 27 13
74 34 -2
31 20 -2
7 22 -2
61 5 10
41 38 11
44 24 4
52 47 5
60 74 -1
16 4 2
1 5 4
35 72 8
38 48 -3
18 78 2
72 6 -5
18 45 -2
17 14 1
59 42 7
76 50 1
42 74 5
60 0 12
55 10 13
8 33 6
70 38 1
33 41 7
49 28 -3
26 37 0
24 52 0
17 4 2
24 39 9
37 23 3
52 26 15
13 2 4
29 57 13
53 64 7
69 3 -4
70 40 -1
72 35 7
74 6 -1
11 62 9
59 33 1
4 38 1
40 7 -1
29 68 6
6 20 0
71 78 3
54 50 5
23 57 5
20 25 1
17 66 -1
79 29 -5
17 42 7
73 13 1
26 1 2
2 28 1
32 52 9
56 8 -2
54 58 6
1 56 8
44 40 2
35 47 1
7 10 0
29 74 12
33 62 0
30 3 1
34 16 -4
16 69 4
74 2 -3
58 20 0
16 37 -4
47 7 9
69 59 -2
60 63 5
33 52 -2
79 76 0
33 6 7
46 69 2
19 60 15
18 43 11
8 23 -1
40 76 -4
74 43 7
50 68 4
32 64 -1
31 62 2
24 57 13
9 23 -2
16 10 -3
6 15 11
58 65 -4
30 44 12
53 78 -4
9 58 -4
4 28 14
13 75 14
79 32 6
22 76 5
14 63 -2
18 63 7
32 31 2
71 58 0
20 2 6
37 19 -1
14 48 0
48 41 3
75 48 1
24 0 12
38 56 -5
66 63 11
76 74 5
1 34 9
1 47 14
48 64 6
9 78 5
63 32 14
23 50 8
26 20 14
40 53 2
34 23 9
63 60 5
21 20 6
72 19 -5
53 10 7
44 69 -3
18 77 -1
73 20 -1
75 36 -2
9 41 8
27 5 -1
40 74 7
29 55 2
59 19 15
52 22 14
5 55 7
9 42 3
79 65 -5
70 43 -2
24 26 -2
28 68 -4
5 34 13
68 28 0
8 10 0
22 9 6
37 65 -2
47 68 -1
55 69 8
68 63 7
13 74 -2
67 41 3
7 49 4
39 17 -5
5 49 0
72 64 10
56 67 10
31 40 11
41 49 15
51 36 7
39 15 14
55 16 1
14 78 -1
55 18 0
9 24 0
2 39 -3
5 36 0
78 32 12
27 14 4
62 65 13
60 78 9
19 52 13
78 76 14
35 73 11
12 20 11
70 2 -4
28 55 8
52 2 0
0 44 1
20 69 5
24 69 7
24 12 -5
41 5 5
31 67 2
78 21 13
78 7 -4
57 50 12
55 20 9
71 26 11
78 49 1
27 61 8
10 64 5
14 69 7
22 50 9
55 70 4
13 0 -3
24 19 11
28 77 -1
65 28 6
23 59 14
61 41 -5
51 61 10
49 12 15
5 54 15
47 74 0
0 68 11
31 9 14
16 59 14
56 52 -2
58 64 -2
53 74 12
38 44 10
22 2 -1
47 51 12
49 21 14
45 73 -2
17 41 9
26 39 14
64 75 13
20 43 5
34 55 15
38 17 13
77 2 9
34 60 -1
79 52 8
75 38 -3
56 73 14
0 70 14
58 39 10
32 71 6
79 73 4
51 35 -3
65 24 14
64 38 -2
52 59 2
36 58 11
51 74 12
68 13 7
37 74 12
37 40 -5
1 41 0
15 4 0
51 17 9
5 50 7
37 70 14
7 2 12
68 32 6
28 0 12
69 73 12
24 5 5
61 39 12
70 30 14
76 60 3
44 53 2
1 19 9
47 1 -4
0 27 -4
44 49 7
76 45 15
26 2 6
49 37 -2
71 33 13
24 56 12
37 55 9
64 61 -5
15 67 10
4 3 -2
47 15 -4
29 34 4
38 32 -1
61 35 5
54 71 7
47 21 4
4 48 -1
41 44 14
76 55 10
54 22 0
77 1 5
30 27 15
37 56 -5
33 63 4
61 49 4
69 36 5
47 76 2
41 21 -2
28 40 -5
62 10 -1
36 42 6
27 13 0
0 31 7
11 8 10
30 18 15
41 70 5
21 23 13
39 21 6
14 64 5
62 47 14
43 6 11
6 46 4
76 11 3
39 34 10
29 46 15
27 45 -1
67 37 -2
58 25 3
37 77 1
4 42 2
68 3 2
24 15 11
27 53 -3
30 66 14
23 54 -4
65 60 11
68 22 12
22 61 12
60 25 -5
36 71 8
23 40 -3
15 56 4
52 41 1
41 28 10
12 65 13
13 45 8
61 24 4
35 48 10
11 61 9
48 20 13
50 75 -3
39 28 1
50 17 13
55 33 5
6 78 13
14 6 12
43 61 2
68 29 5
20 12 -3
69 76 8
66 37 4
21 37 7
66 38 14
78 58 13
21 71 6
62 42 15
73 44 11
16 66 -2
75 6 0
18 9 9
74 59 12
77 9 -1
38 67 12
24 77 9
10 59 -5
67 38 3
42 12 3
63 20 11
50 66 -2
10 23 1
3 26 11
64 43 8
68 14 -3
68 10 3
21 13 9
59 73 -4
47 40 -1
54 74 1
28 47 -3
40 64 12
2 59 -5
40 24 -1
50 2 -2
15 73 2
74 10 -5
31 68 -1
73 60 4
44 15 2
54 5 13
7 67 5
68 12 11
15 5 4
41 7 -1
38 27 9
26 51 -3
43 67 10
26 48 7
17 56 -3
27 44 11
76 51 13
31 26 6
30 79 -4
0 42 12
11 46 15
37 57 2
11 42 7
48 30 13
62 72 0
45 44 -2
12 48 4
31 50 14
5 17 11
30 60 10
23 58 -5
76 53 15
48 52 -5
43 31 4
22 66 -3
48 32 3
8 52 -3
4 13 14
26 42 12
38 52 3
5 47 -2
62 27 -5
33 18 10
53 26 8
17 65 -2
34 58 -2
67 74 2
27 2 13
52 73 -4
53 63 7
33 77 15
0 72 0
22 64 12
35 78 11
58 34 5
44 14 2
42 68 9
17 62 -2
25 2 15
71 15 -2
4 25 4
26 75 11
66 8 11
63 26 12
60 56 15
45 65 2
29 27 7
36 60 9
1 32 -2
29 1 14
1 79 -2
65 53 -5
23 69 -1
44 33 0
8 21 2
10 78 -4
0 34 3
8 2 -4
34 12 13
27 20 3
47 30 12
9 7 14
61 78 4
12 18 -1
35 69 9
3 75 12
60 19 7
32 73 8
26 23 0
47 10 10
38 18 0
37 1 3
53 12 -2
48 67 8
27 6 10
69 51 9
21 7 -1
76 42 2
50 53 -1
8 73 6
25 52 12
74 3 -5
43 59 10
77 40 -5
7 12 10
31 17 5
72 1 -5
59 27 14
59 11 1
4 57 0
20 11 -2
26 69 7
72 5 11
60 9 15
49 63 -1
3 32 5
35 52 -2
63 14 13
21 70 -3
58 32 4
31 52 -4
38 37 -1
18 11 15
50 1 -1
34 10 -1
2 74 3
39 57 10
78 2 1
23 53 15
45 40 -2
60 52 -3
59 77 4
71 3 -1
34 44 6
74 69 6
4 16 -2
13 73 -2
40 68 13
77 68 8
32 61 12
54 65 8
16 27 9
48 7 -5
64 67 3
39 58 3
71 11 13
14 73 -4
79 72 -1
10 55 4
51 73 11
25 50 14
16 25 5
29 35 12
34 65 8
67 52 5
35 55 0
18 1 0
25 62 -1
1 45 5
0 26 1
70 66 7
31 37 7
58 30 13
73 72 -3
15 32 -2
51 0 -5
74 11 7
63 25 9
74 68 13
58 79 -4
49 1 12
43 38 12
10 70 8
61 33 7
6 2 14
75 65 3
28 31 8
15 12 2
57 10 -2
66 10 5
11 77 12
47 33 5
64 18 13
2 24 15
33 1 -3
46 26 5
30 35 8
52 3 9
41 48 13
77 76 3
36 74 3
51 55 9
18 6 -2
7 70 -1
34 2 -1
69 11 11
19 17 15
28 65 9
76 36 -5
19 50 -1
4 67 6
64 8 10
17 59 2
45 24 8
39 20 2
44 58 -5
1 37 -3
20 79 -2
71 17 12
42 13 12
14 53 -3
22 41 6
72 2 4
50 14 -4
7 59 14
22 28 -4
33 54 8
3 6 -3
16 71 2
66 18 9
11 3 -3
22 25 -1
72 54 -3
44 11 -1
1 63 8
55 41 2
33 39 7
5 39 15
22 18 9
53 28 15
38 49 -5
13 79 -3
42 30 -5
62 19 3
71 53 -3
62 52 12
40 12 -1
50 57 -5
53 49 6
51 19 -1
35 9 14
69 56 11
37 60 9
74 7 15
65 38 11
72 61 4
18 16 2
40 34 1
39 53 7
70 19 -2
19 11 5
55 32 14
45 20 6
36 11 -2
10 67 -1
59 31 -5
54 29 4
28 43 13
36 64 11
22 8 11
66 35 13
53 68 -5
33 2 6
5 23 -3
20 47 4
25 35 -3
23 31 -5
15 51 -4
39 78 11
54 0 2
12 64 7
25 20 -4
25 13 14
75 79 14
6 10 -3
35 4 -5
26 38 10
14 30 -2
75 59 15
5 13 15
49 19 6
78 6 11
59 67 5
46 1 15
15 9 1
67 21 -2
2 60 0
71 67 9
66 0 10
29 59 -2
53 13 8
3 70 11
76 75 15
49 32 10
62 15 12
5 57 8
71 13 -5
23 36 12
1 70 6
45 59 11
4 1 0
32 37 1
17 27 7
23 20 -2
50 74 -4
48 70 6
50 60 -5
49 56 6
8 55 14
15 31 13
46 18 -3
14 52 4
18 49 -3
0 61 -5
27 25 6
5 66 3
20 36 1
14 79 12
17 36 12
37 64 -3
28 3 -5
38 13 8
76 9 -5
40 29 -4
18 12 6
9 48 10
46 70 7
37 51 2
39 70 -3
11 0 5
2 15 3
63 53 3
19 62 11
15 40 10
31 70 5
41 14 -1
69 9 9
63 42 -2
17 29 13
12 43 6
33 19 7
5 76 9
20 29 7
2 19 4
47 35 8
18 4 6
8 56 -2
3 58 1
7 64 9
15 46 7
33 61 12
29 61 -4
27 12 10
29 67 -5
23 56 4
9 38 11
41 58 0
20 72 0
50 67 7
18 57 0
38 5 9
32 17 -5
57 48 1
8 26 5
26 70 7
60 53 -1
45 77 -1
27 67 8
64 60 14
6 52 -5
33 66 11
7 42 6
30 33 -5
67 77 -1
73 53 -3
41 76 9
54 32 -5
41 52 9
7 60 11
76 59 10
32 20 8
9 75 -5
30 67 3
18 23 10
16 58 1
9 59 6
62 54 14
15 62 -2
54 21 -4
37 20 14
69 47 -2
36 34 12
70 29 -4
47 22 -2
1 26 13
3 23 8
72 70 -5
54 69 -5
9 57 9
2 27 -3
51 24 9
5 43 -5
74 25 1
23 52 9
23 32 3
48 73 2
14 56 0
56 55 2
71 0 12
4 50 5
33 7 0
44 78 14
70 41 -2
77 28 14
59 20 10
11 20 13
15 49 2
44 6 4
7 16 8
53 57 7
42 21 9
38 45 1
75 62 3
79 75 6
2 57 -5
64 69 8
38 0 8
63 46 8
1 13 13
5 21 0
9 47 4
4 35 3
4 74 2
22 0 0
31 45 -3
5 19 6
42 44 -4
64 70 12
36 26 14
24 31 1
20 37 2
44 72 12
16 34 3
56 42 14
50 40 14
76 78 -1
7 15 -1
31 63 7
61 58 4
75 47 3
20 8 -5
49 23 14
34 11 13
26 57 5
79 12 13
9 29 -2
61 47 2
51 16 8
35 60 5
19 65 15
51 32 7
13 18 -5
79 54 -2
57 29 -5
75 20 12
34 40 -1
34 7 1
29 42 6
1 40 -2
34 26 -1
12 74 15
13 38 2
6 66 9
62 75 9
17 33 9
77 16 6
32 16 -1
69 30 3
41 69 -2
75 23 -5
38 69 10
63 5 8
63 48 13
30 21 13
75 71 8
45 12 6
79 7 0
69 37 8
66 42 15
64 45 11
67 24 12
55 61 -1
2 65 3
21 46 4
27 40 6
10 74 7
20 22 0
13 68 0
21 38 9
22 70 8
31 35 -3
36 72 13
77 53 7
21 56 -4
33 43 -4
74 46 8
24 23 -3
61 36 15
5 2 2
78 9 -4
10 73 2
31 47 1
22 17 0
38 59 -3
11 75 2
48 0 -4
53 2 11
18 59 10
51 14 8
50 36 1
34 54 -3
56 54 -1
28 14 1
79 33 4
11 55 4
17 25 -2
49 44 3
36 14 1
58 22 9
60 49 11
46 61 8
26 32 14
79 5 3
54 8 10
70 56 -5
11 63 14
78 72 1
22 38 0
34 9 10
21 28 3
44 54 5
25 64 7
73 32 9
21 45 4
28 48 -1
53 71 13
5 35 9
66 55 3
0 76 5
43 40 10
34 22 -3
50 35 2
41 75 14
2 4 13
28 61 12
9 33 8
6 39 10
52 12 4
28 58 11
66 33 3
27 58 -4
10 69 9
32 53 9
16 49 2
51 70 -3
47 38 -3
66 47 11
19 57 10
21 73 -2
1 66 4
42 5 9
71 49 -5
37 30 6
52 54 -4
43 4 2
31 56 3
65 31 1
3 50 10
2 51 10
15 70 -1
53 52 10
73 35 -3
65 57 11
42 27 11
42 76 -4
49 60 1
21 65 14
51 3 5
41 2 15
7 33 15
51 56 -5
52 50 1
20 73 -5
60 24 13
74 22 11
78 10 13
68 20 10
41 26 2
58 0 12
78 33 0
51 75 4
11 30 5
